╔══════════════════════════════════════════════════════════════╗
║  Flush+Reload Demo  –  ATTACKER  (ARMv8 / Cortex-A53)      ║
║  Monitoring spy file for victim accesses to session token.  ║
╚══════════════════════════════════════════════════════════════╝

[attacker] Timer frequency: 19200000 Hz  (52.1 ns/tick)

[attacker] Waiting for spy file '/tmp/fr_demo_spy' …

[attacker] Spy file opened (fd=4)
[attacker] Spy page mapped at virtual 0xffff8dc57000  (shared physical page)

[attacker] ── Phase 1: Calibration ──────────────────────────
[attacker] Calibration results (200 samples):
[attacker]   L2 cache HIT  =    132 ns  (line already in cache)
[attacker]   DRAM miss     =   2010 ns  (line not in cache)
[attacker]   Threshold     =   1071 ns  (midpoint)

[attacker] ── Phase 2: Flush+Reload Sampling ─────────────────
[attacker] Collecting 200 samples (warmup=10, wait=70 ms per sample)

  Sample  Reload(ns)  Decision  Running hit count
  121     572         HIT ◄   95 hits so far
  122     520         HIT ◄   96 hits so far
  123     1927        miss      96 hits so far
  124     468         HIT ◄   97 hits so far
  125     520         HIT ◄   98 hits so far
  126     520         HIT ◄   99 hits so far
  127     729         HIT ◄   100 hits so far
  128     520         HIT ◄   101 hits so far
  129     781         HIT ◄   102 hits so far
  130     520         HIT ◄   103 hits so far
  131     1979        miss      103 hits so far
  132     520         HIT ◄   104 hits so far
  133     468         HIT ◄   105 hits so far
  134     468         HIT ◄   106 hits so far
  135     520         HIT ◄   107 hits so far
  136     468         HIT ◄   108 hits so far
  137     572         HIT ◄   109 hits so far
  138     520         HIT ◄   110 hits so far
  139     2031        miss      110 hits so far
  140     468         HIT ◄   111 hits so far
  141     729         HIT ◄   112 hits so far
  142     729         HIT ◄   113 hits so far
  143     572         HIT ◄   114 hits so far
  144     520         HIT ◄   115 hits so far
  145     520         HIT ◄   116 hits so far
  146     520         HIT ◄   117 hits so far
  147     1927        miss      117 hits so far
  148     1145        miss      117 hits so far
  149     572         HIT ◄   118 hits so far
  150     520         HIT ◄   119 hits so far
  151     572         HIT ◄   120 hits so far
  152     468         HIT ◄   121 hits so far
  153     468         HIT ◄   122 hits so far
  154     520         HIT ◄   123 hits so far
  155     520         HIT ◄   124 hits so far
  156     1875        miss      124 hits so far
  157     468         HIT ◄   125 hits so far
  158     468         HIT ◄   126 hits so far
  159     468         HIT ◄   127 hits so far
  160     520         HIT ◄   128 hits so far
  161     625         HIT ◄   129 hits so far
  162     520         HIT ◄   130 hits so far
  163     625         HIT ◄   131 hits so far
  164     1875        miss      131 hits so far
  165     468         HIT ◄   132 hits so far
  166     520         HIT ◄   133 hits so far
  167     468         HIT ◄   134 hits so far
  168     468         HIT ◄   135 hits so far
  169     625         HIT ◄   136 hits so far
  170     885         HIT ◄   137 hits so far
  171     468         HIT ◄   138 hits so far
  172     520         HIT ◄   139 hits so far
  173     520         HIT ◄   140 hits so far
  174     1770        miss      140 hits so far
  175     520         HIT ◄   141 hits so far
  176     520         HIT ◄   142 hits so far
  177     468         HIT ◄   143 hits so far
  178     520         HIT ◄   144 hits so far
  179     781         HIT ◄   145 hits so far
  180     468         HIT ◄   146 hits so far
  181     520         HIT ◄   147 hits so far
  182     1875        miss      147 hits so far
  183     781         HIT ◄   148 hits so far
  184     468         HIT ◄   149 hits so far
  185     625         HIT ◄   150 hits so far
  186     520         HIT ◄   151 hits so far
  187     520         HIT ◄   152 hits so far
